n_steps,n_walks,step_size,mean_x,mean_y,ci95_half_width_x,ci95_half_width_y,variance_x,variance_y,theoretical_coordinate_variance,mean_squared_displacement,ci95_half_width_msd,theoretical_msd,msd_ratio
10,50000,1.0,-0.004113457564415987,0.009201662781841495,0.019619365119753682,0.019567146118257925,5.010069164722363,4.983435005871983,5.0,9.99340589164202,0.08405879370698004,10.0,0.999340589164202
20,50000,1.0,-0.005843397877284974,-0.007655835899771539,0.027787331612618652,0.027665860688334584,10.050033518387636,9.962359136886889,10.0,20.012085164543496,0.17164683832796704,20.0,1.0006042582271748
50,50000,1.0,0.008438266797021844,-0.025650441730085433,0.04388744413476872,0.04404673272062044,25.070003904589708,25.252316293360792,25.0,50.322042901054026,0.4345874382426248,50.0,1.0064408580210804
100,50000,1.0,0.0037772017504093766,-0.02951463366249924,0.06182584536682437,0.06185330774052404,49.75239009111374,49.79659885762709,50.0,99.54788334981517,0.8678740578220265,100.0,0.9954788334981517
200,50000,1.0,-0.07267205802962858,-0.029717018773109262,0.08774870835828279,0.08730204903857175,100.22020510889742,99.20251813289005,100.0,199.42489911654565,1.748496436296581,200.0,0.9971244955827282
500,50000,1.0,-0.07614742389142463,0.028825788485190188,0.13865602100180155,0.13862540190757464,250.2368638768607,250.1263576029199,250.0,500.3598435715981,4.38068607029451,500.0,1.0007196871431963
1000,50000,1.0,-0.16873993190671238,0.032075784996201076,0.19534267062171945,0.1951282344602086,496.67015509918366,495.5803206641981,500.0,992.2601327744695,8.726306893810621,1000.0,0.9922601327744696
2000,50000,1.0,0.09983518656448172,0.16523458150296105,0.278058164374138,0.2767427739369122,1006.3409030783857,996.8421698772527,1000.0,2003.18027882558,17.467671323627354,2000.0,1.00159013941279
