label,n,l,m,sample_index,radius_over_a,radius_over_n_squared_a,scaled_radial_wavefunction,scaled_radial_probability,cumulative_probability,containment_target,extent_over_a
1s (m=+0),1,0,0,742,3.7258910113131933,3.7258910113131933,0.04818324990081483,0.032229418686942068,0.97897972320763649,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,743,3.7309124277704888,3.7309124277704888,0.047941908182546365,0.031993425528411834,0.97914096803107509,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,744,3.7359338442277843,3.7359338442277843,0.047701775303970045,0.031759045321183822,0.97930103188423379,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,745,3.7409552606850798,3.7409552606850798,0.047462845210213093,0.03152626824781915,0.97945992284176409,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,746,3.7459766771423753,3.7459766771423753,0.047225111876730556,0.031295084537484211,0.97961764892913694,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,747,3.7509980935996703,3.7509980935996703,0.046988569309153419,0.031065484465885029,0.97977421812287679,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,748,3.7560195100569658,3.7560195100569658,0.046753211543137378,0.03083745835519941,0.97992963835079516,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,749,3.7610409265142613,3.7610409265142613,0.046519032644212609,0.030610996574007062,0.98008391749222357,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,750,3.7660623429715567,3.7660623429715567,0.046286026707633987,0.030386089537217408,0.98023706337824656,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,751,3.7710837594288522,3.7710837594288522,0.046054187858232266,0.030162727705995436,0.98038908379193401,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,752,3.7761051758861477,3.7761051758861477,0.045823510250265924,0.029940901587685465,0.98053998646857321,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,753,3.7811265923434427,3.7811265923434427,0.045593988067273786,0.029720601735732939,0.98068977909590083,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,754,3.7861480088007382,3.7861480088007382,0.045365615521928283,0.029501818749604145,0.98083846931433383,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,755,3.7911694252580337,3.7911694252580337,0.04513838685588964,0.029284543274704183,0.98098606471720051,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,756,3.7961908417153292,3.7961908417153292,0.044912296339660616,0.029068766002292877,0.98113257285097111,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,757,3.8012122581726246,3.8012122581726246,0.044687338272442062,0.028854477669398887,0.98127800121548758,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,758,3.8062336746299201,3.8062336746299201,0.044463506981989129,0.028641669058731938,0.98142235726419347,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,759,3.8112550910872152,3.8112550910872152,0.04424079682446834,0.02843033099859343,0.98156564840436278,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,760,3.8162765075445106,3.8162765075445106,0.044019202184315126,0.028220454362784964,0.98170788199732895,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,761,3.8212979240018061,3.8212979240018061,0.043798717474092419,0.028012030070515538,0.98184906535871297,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,762,3.8263193404591016,3.8263193404591016,0.043579337134349631,0.027805049086306755,0.98198920575865112,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,763,3.8313407569163971,3.8313407569163971,0.043361055633482526,0.027599502419896494,0.98212831042202231,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,764,3.8363621733736926,3.8363621733736926,0.043143867467593737,0.027395381126140934,0.98226638652867482,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,765,3.8413835898309876,3.8413835898309876,0.042927767160354,0.027192676304915019,0.98240344121365286,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,766,3.8464050062882831,3.8464050062882831,0.042712749262864003,0.026991379101011265,0.98253948156742199,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,767,3.8514264227455786,3.8514264227455786,0.04249880835351709,0.026791480704037182,0.98267451463609479,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,768,3.856447839202874,3.856447839202874,0.042285939037862513,0.026592972348311091,0.98280854742165513,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,769,3.8614692556601695,3.8614692556601695,0.042074135948469392,0.026395845312756495,0.98294158688218314,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,770,3.866490672117465,3.866490672117465,0.041863393744791415,0.026200090920795047,0.98307363993207819,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,771,3.8715120885747605,3.8715120885747605,0.041653707113032137,0.026005700540238052,0.98320471344228244,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,772,3.8765335050320555,3.8765335050320555,0.041445070766011061,0.02581266558317671,0.98333481424050362,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,773,3.881554921489351,3.881554921489351,0.04123747944303021,0.025620977505870786,0.98346394911143664,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,774,3.8865763379466465,3.8865763379466465,0.041030927909741603,0.02543062780863627,0.98359212479698543,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,775,3.891597754403942,3.891597754403942,0.040825410958015208,0.025241608035731493,0.98371934799648386,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,776,3.8966191708612374,3.8966191708612374,0.040620923405807627,0.025053909775242071,0.983845625366916,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,777,3.9016405873185329,3.9016405873185329,0.040417460097031448,0.02486752465896468,0.98397096352313584,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,778,3.906662003775828,3.906662003775828,0.040215015901425233,0.024682444362289502,0.9840953690380867,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,779,3.9116834202331234,3.9116834202331234,0.040013585714424094,0.02449866060408153,0.98421884844301977,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,780,3.9167048366904189,3.9167048366904189,0.039813164457031112,0.024316165146560854,0.98434140822771188,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,781,3.9217262531477144,3.9217262531477144,0.039613747075689175,0.024134949795181621,0.9844630548406833,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,782,3.9267476696050099,3.9267476696050099,0.039415328542153572,0.023955006398510007,0.98458379468941415,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,783,3.9317690860623054,3.9317690860623054,0.039217903853365224,0.023776326848101118,0.98470363414056072,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,784,3.9367905025196004,3.9367905025196004,0.039021468031324551,0.023598903078374832,0.98482257952017116,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,785,3.9418119189768959,3.9418119189768959,0.038826016122965865,0.023422727066490533,0.98494063711390034,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,786,3.9468333354341913,3.9468333354341913,0.038631543200032592,0.023247790832221022,0.98505781316722385,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,787,3.9518547518914868,3.9518547518914868,0.038438044358952955,0.023074086437825325,0.98517411388565213,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,788,3.9568761683487823,3.9568761683487823,0.038245514720716321,0.022901605987920556,0.98528954543494318,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,789,3.9618975848060778,3.9618975848060778,0.038053949430750203,0.022730341629352932,0.98540411394131511,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,790,3.9669190012633728,3.9669190012633728,0.03786334365879785,0.022560285551067812,0.98551782549165756,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,791,3.9719404177206683,3.9719404177206683,0.037673692598796417,0.022391429983978885,0.98563068613374327,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,792,3.9769618341779638,3.9769618341779638,0.037484991468755835,0.022223767200836537,0.98574270187643798,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,793,3.9819832506352593,3.9819832506352593,0.037297235510638217,0.022057289516095348,0.98585387868991037,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,794,3.9870046670925547,3.9870046670925547,0.037110419990237863,0.02189198928578075,0.98596422250584137,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,795,3.9920260835498502,3.9920260835498502,0.036924540197061914,0.02172785890735502,0.98607373921763219,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,796,3.9970475000071457,3.9970475000071457,0.036739591444211572,0.021564890819582343,0.9861824346806124,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,797,4.0020689164644407,4.0020689164644407,0.036555569068263939,0.021403077502393283,0.9862903147122466,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,798,4.0070903329217362,4.0070903329217362,0.036372468429154349,0.021242411476748383,0.98639738509234121,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,799,4.0121117493790317,4.0121117493790317,0.036190284910059489,0.021082885304501239,0.98650365156324982,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,800,4.0171331658363272,4.0171331658363272,0.03600901391728091,0.020924491588260756,0.98660911983007837,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,801,4.0221545822936227,4.0221545822936227,0.035828650880129223,0.020767222971252771,0.98671379556088934,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,802,4.0271759987509181,4.0271759987509181,0.035649191250808843,0.020611072137181115,0.98681768438690554,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,803,4.0321974152082136,4.0321974152082136,0.035470630504303331,0.020456031810087937,0.98692079190271265,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,804,4.0372188316655091,4.0372188316655091,0.035292964138261267,0.020302094754213504,0.98702312366646194,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,805,4.0422402481228046,4.0422402481228046,0.035116187672882757,0.020149253773855427,0.98712468520007124,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,806,4.0472616645800992,4.0472616645800992,0.034940296650806509,0.019997501713227329,0.98722548198942617,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,807,4.0522830810373947,4.0522830810373947,0.034765286636997267,0.019846831456316785,0.98732551948457992,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,808,4.0573044974946901,4.0573044974946901,0.034591153218634249,0.019697235926743138,0.98742480309995273,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,809,4.0623259139519856,4.0623259139519856,0.03441789200499968,0.01954870808761441,0.98752333821453064,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,810,4.0673473304092811,4.0673473304092811,0.034245498627368157,0.019401240941383933,0.98762113017206321,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,811,4.0723687468665766,4.0723687468665766,0.034073968738896489,0.019254827529706475,0.98771818428126079,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,812,4.0773901633238721,4.0773901633238721,0.033903298014514069,0.019109460933293861,0.98781450581599106,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,813,4.0824115797811675,4.0824115797811675,0.033733482150813843,0.018965134271770257,0.98791010001547486,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,814,4.087432996238463,4.087432996238463,0.033564516865943791,0.018821840703526972,0.98800497208448101,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,815,4.0924544126957585,4.0924544126957585,0.033396397899498963,0.018679573425576822,0.98809912719352089,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,816,4.097475829153054,4.097475829153054,0.033229121012414063,0.018538325673408237,0.98819257047904174,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,817,4.1024972456103495,4.1024972456103495,0.033062681986856524,0.018398090720838849,0.9882853070436195,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,818,4.107518662067644,4.107518662067644,0.032897076626120257,0.018258861879868898,0.98837734195615123,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,819,4.1125400785249395,4.1125400785249395,0.032732300754519633,0.018120632500534029,0.98846868025204615,0.99950000000000006,6.0256997487544908
1s (m=+0),1,0,0,820,4.117561494982235,4.117561494982235,0.03256835021728445,0.017983395970758202,0.9885593269334163,0.99950000000000006,6.0256997487544908
