configuration_id,factor_name,factor_value,seed,final_displacement_x_nm,final_displacement_y_nm,final_displacement_nm,total_contacts,total_impulses,total_direction_resets,total_small_wall_impacts,total_large_wall_impacts,maximum_collision_passes,maximum_displacement_nm,maximum_residual_penetration_nm,maximum_normalized_momentum_error,maximum_normalized_restitution_error,maximum_normalized_energy_identity_error
mass_ratio_5,mass_ratio,5.0,3007,-0.9404597197705202,-0.3466496088184039,1.0023125439725864,4861,3940,47217,14585,0,14,0.006292111037906219,0.0,3.9156598243778166e-16,1.1746069839094522e-15,2.4963681407915185e-15
mass_ratio_5,mass_ratio,5.0,3008,0.24023994291706607,-0.02673595184022748,0.24172306735931953,5212,4066,47216,14392,0,14,0.006130916922203871,0.0,3.9493995545616037e-16,1.2137227018574864e-15,2.1643839550375387e-15
mass_ratio_5,mass_ratio,5.0,3009,-1.121371155194539,0.37694249326461104,1.1830295477843635,4923,4026,47199,14109,0,14,0.006331505872087086,0.0,3.8522388698387406e-16,1.2109254932381669e-15,2.4059588747465192e-15
mass_ratio_5,mass_ratio,5.0,3010,-1.7256594509356917,-1.7084637538149114,2.428322247705813,5155,4065,47216,14373,0,14,0.006836588347193621,0.0,3.50054997137606e-16,1.4033583452238772e-15,2.695641913190154e-15
mass_ratio_5,mass_ratio,5.0,3011,-0.16729915441376608,0.42504245502728466,0.4567823285145589,4999,4063,47191,14417,0,14,0.006334545827723154,0.0,3.6324561411658163e-16,1.1983983035707061e-15,2.3172939718572207e-15
particle_count_250,particle_count,250.0,3000,-1.1099547888028605,-2.931138892247977,3.134258259753829,910,861,11807,3545,21,10,0.006076760256517985,0.0,3.4525775741095557e-16,8.57314491222038e-16,1.5472317192299232e-15
particle_count_250,particle_count,250.0,3001,2.269153047471505,1.7965182014268688,2.894224110345854,999,932,11796,3647,0,10,0.005662053681762016,0.0,3.4678950688973794e-16,9.651073313444976e-16,1.6849233032499854e-15
particle_count_250,particle_count,250.0,3002,-0.9100397066153523,-0.034694578287544076,0.9107008188088485,1126,1061,11795,3544,0,10,0.005770123032790438,0.0,3.127308696497166e-16,9.341118350066475e-16,1.8118268163454132e-15
particle_count_250,particle_count,250.0,3003,-0.6959016892989727,-1.554837850827803,1.7034670244932788,1083,1023,11805,3599,0,10,0.005630669040365181,0.0,3.731865564034313e-16,7.826076791023699e-16,1.2843886413228196e-15
particle_count_250,particle_count,250.0,3004,-0.10600949327665798,2.7977424347326956,2.7997501216660043,1008,961,11797,3669,0,9,0.005562722391166262,0.0,3.067579768599195e-16,8.472741464449639e-16,1.436230452570624e-15
particle_count_250,particle_count,250.0,3005,-1.1051022567814384,-0.945309431479834,1.4542561394706763,1008,940,11794,3637,0,10,0.005362107942179696,0.0,3.503566351835522e-16,8.745345654285834e-16,1.5459379805601822e-15
particle_count_250,particle_count,250.0,3006,-1.5070980251275543,0.3382564231987413,1.544591164411664,1002,969,11798,3553,0,10,0.005947342590563599,0.0,3.1861418810408774e-16,9.546925720342678e-16,1.8943573802612103e-15
particle_count_250,particle_count,250.0,3007,-1.2642219208096552,0.5857422749293448,1.3933237519309927,959,933,11806,3513,0,10,0.00580214974714047,0.0,2.6627398516106036e-16,8.680630509966274e-16,1.77678382020423e-15
particle_count_250,particle_count,250.0,3008,0.03908893456445206,1.0299961365176369,1.0307375932052942,1012,939,11819,3571,0,10,0.005704386869932244,0.0,3.2683060743915606e-16,9.327222304982125e-16,2.002018118111856e-15
