configuration_id,factor_name,factor_value,seed,final_displacement_x_nm,final_displacement_y_nm,final_displacement_nm,total_contacts,total_impulses,total_direction_resets,total_small_wall_impacts,total_large_wall_impacts,maximum_collision_passes,maximum_displacement_nm,maximum_residual_penetration_nm,maximum_normalized_momentum_error,maximum_normalized_restitution_error,maximum_normalized_energy_identity_error
particle_count_250,particle_count,250.0,3009,-0.07035639499467106,3.067956964738496,3.068763588125369,1035,975,11802,3544,0,10,0.005921050631441125,0.0,3.0875121458467205e-16,9.451214379221183e-16,1.5112464805439792e-15
particle_count_250,particle_count,250.0,3010,-0.08501583836101823,3.1125744624552567,3.1137352933576192,885,854,11805,3633,23,9,0.006231036409001459,0.0,4.354173539653905e-16,9.562049499152461e-16,1.6940465177248297e-15
particle_count_250,particle_count,250.0,3011,1.4030329657876397,0.07251137271325447,1.4049054780516805,1004,966,11797,3780,0,10,0.005804562900956227,0.0,3.3197098686816405e-16,8.789991958360139e-16,2.0158230969177874e-15
particle_count_500,particle_count,500.0,3000,-0.6269119412227013,-1.4127919280716403,1.5456389015782435,1993,1805,23612,7248,0,10,0.006108206334742406,0.0,3.715414750813968e-16,8.937184180713792e-16,1.8430997712057616e-15
particle_count_500,particle_count,500.0,3001,-0.7554266680549242,-0.7348875450163046,1.0539113599485754,1997,1834,23608,7259,0,10,0.005654868205714139,0.0,3.130868132944746e-16,9.303864137774681e-16,1.7472327582757215e-15
particle_count_500,particle_count,500.0,3002,0.5615754476357413,-0.3159883688323726,0.6443722779765023,2155,1932,23597,7187,0,10,0.005826388137546823,0.0,4.07762104940246e-16,8.904538823969704e-16,1.7714049379205726e-15
particle_count_500,particle_count,500.0,3003,0.5081646758191987,0.3910689697441647,0.6412224862301646,2125,1942,23612,6982,0,10,0.005997429559648845,0.0,4.3464594529971514e-16,1.0189854635305654e-15,1.6399502886094714e-15
particle_count_500,particle_count,500.0,3004,0.18400179993704846,-0.8253301270686473,0.8455923846790622,2038,1874,23604,7311,0,10,0.006205451570130791,0.0,3.8538599094789824e-16,8.921493398545652e-16,1.986117403870165e-15
particle_count_500,particle_count,500.0,3005,-1.0806150799079042,1.6761118907576158,1.994261773505032,2257,2092,23591,7237,0,10,0.006011015623332049,0.0,3.7922676829055754e-16,1.1254945610480518e-15,1.524555658510025e-15
particle_count_500,particle_count,500.0,3006,-2.39697835607104,-2.2874033121797384,3.3132641234957205,2180,2001,23596,7125,0,10,0.0060404102744188596,0.0,3.5635430890354263e-16,9.58238064149321e-16,1.98508963387945e-15
particle_count_500,particle_count,500.0,3007,0.43731497484694515,0.9840542415874154,1.0768505641970791,2133,1963,23611,7266,0,10,0.006056724424386349,0.0,4.0870845370878934e-16,8.94120927665951e-16,1.5516492272252173e-15
particle_count_500,particle_count,500.0,3008,-0.709375914025081,-0.17298398984876684,0.7301627545574463,2069,1881,23617,7068,0,10,0.006025054276637126,0.0,3.1290976765231453e-16,9.697149889294256e-16,1.6220545120163922e-15
particle_count_500,particle_count,500.0,3009,0.6783459849011031,0.3675118890661828,0.771503897486229,2154,1965,23598,7080,0,10,0.006478336491794494,0.0,3.2999593164322643e-16,9.101413375378215e-16,1.931248009621052e-15
particle_count_500,particle_count,500.0,3010,-0.12436672502868173,-0.6675181020144487,0.6790047855584905,2155,1908,23608,6979,0,10,0.006572272887163463,0.0,3.4729900217197194e-16,9.428742497002655e-16,1.7204186104285924e-15
particle_count_500,particle_count,500.0,3011,2.3627321774214227,-0.4081223431054122,2.3977212492623967,1892,1738,23603,7350,0,10,0.005895172406197043,0.0,3.9904487556814554e-16,8.860972222250987e-16,1.7721516881075092e-15
restitution_0.5,restitution,0.5,3000,0.12075638941466416,0.1497947757027287,0.1924073294141801,5052,4247,47228,14064,0,10,0.004080293694085326,0.0,3.525827579661081e-16,8.391622140186954e-16,9.055974930110709e-16
restitution_0.5,restitution,0.5,3001,0.3338532135594079,1.2656498850438904,1.3089414042330376,5176,4265,47212,13897,0,10,0.003974813321445462,0.0,5.064252117244147e-16,8.226280470019088e-16,1.0566893487610823e-15
restitution_0.5,restitution,0.5,3002,0.7242441463712463,-0.9865673837544664,1.2238646927831311,5069,4180,47196,14128,0,10,0.00388718133591663,0.0,3.5749005033934766e-16,8.482209143865035e-16,1.2386076938615422e-15
restitution_0.5,restitution,0.5,3003,-0.9115208547280718,0.7993719142142908,1.2123801903028661,4999,4109,47223,13885,0,10,0.003994902019863509,0.0,3.5277269415707236e-16,8.014817773716653e-16,1.0564307703038784e-15
restitution_0.5,restitution,0.5,3004,0.10343271556846823,2.094424318931898,2.096976765341765,5193,4254,47215,14133,0,10,0.004135078929447022,0.0,4.466889297314578e-16,9.28109311822508e-16,1.0364801433436396e-15
restitution_0.5,restitution,0.5,3005,0.5244275579003101,1.1131174840975344,1.230469340084875,5159,4262,47190,13921,0,10,0.004229102518960522,0.0,4.186173077549757e-16,7.915875202765113e-16,1.3698053246823949e-15
restitution_0.5,restitution,0.5,3006,-0.728362970880128,0.005470734160304858,0.7283835159320802,5003,4175,47202,14018,0,10,0.003806777763437873,0.0,3.552477614578719e-16,7.370886777590093e-16,9.37320561571428e-16
restitution_0.5,restitution,0.5,3007,-2.532879050302586,1.5774671507702784,2.9839368115328835,5197,4188,47217,14175,0,10,0.003989243441224966,0.0,3.43744799843936e-16,7.18877993339211e-16,1.1838347525508477e-15
restitution_0.5,restitution,0.5,3008,-0.21683435100816428,0.32908483557769586,0.3940989276619906,5139,4303,47216,13931,0,10,0.003926986107153638,0.0,3.385127289822273e-16,6.748733119880789e-16,9.62531369118612e-16
restitution_0.5,restitution,0.5,3009,-0.3016878123897557,-1.1478053118104379,1.1867908703578625,5211,4262,47199,13813,0,10,0.003974178691775851,0.0,3.621824603572391e-16,8.431925848164316e-16,1.3164335719185337e-15
restitution_0.5,restitution,0.5,3010,-1.807670926728333,-1.2545013656539306,2.2003290335234973,5355,4373,47216,13995,0,10,0.00391631364636181,0.0,4.0523824305120746e-16,7.952577052003703e-16,1.1207232340574337e-15
restitution_0.5,restitution,0.5,3011,0.5778939855805252,-1.3930479185347728,1.5081591301663786,5202,4248,47191,14177,0,10,0.003868531255314221,0.0,4.2977886676823e-16,6.657169110861028e-16,1.0723893226752214e-15
restitution_0.8,restitution,0.8,3000,0.08444093839226774,-0.12539107562930507,0.15117272877090254,4594,3931,47228,14269,0,10,0.005011691404222369,0.0,3.848120148989756e-16,9.724454411278602e-16,1.3786629586891168e-15
restitution_0.8,restitution,0.8,3001,0.10846925596936074,1.2611171039910776,1.2657732535764015,4757,4031,47212,14226,0,10,0.005012494327183701,0.0,4.257481170490887e-16,1.0067287660622747e-15,1.6516445743016008e-15
restitution_0.8,restitution,0.8,3002,1.0465249364892841,0.05626010197156184,1.0480360880083046,4706,3961,47196,14250,0,10,0.004949934359225451,0.0,3.7400833964399796e-16,9.399465084202741e-16,1.5638843580127484e-15
restitution_0.8,restitution,0.8,3003,-2.170175293235795,0.3590169874596043,2.1996713392358505,4428,3838,47223,14235,0,10,0.005230016077461228,0.0,4.0458345125756787e-16,9.459803327335657e-16,1.3581466785607217e-15
restitution_0.8,restitution,0.8,3004,1.2284548767063335,0.028212183099727284,1.2287787886266694,4643,3923,47215,14204,0,10,0.004890356779331414,0.0,4.006670175181277e-16,9.2185798961701e-16,1.5757151468744993e-15
restitution_0.8,restitution,0.8,3005,-0.1256027771825634,0.5983360291390394,0.6113771842339605,4860,3954,47190,14114,0,10,0.0054390647586387685,0.0,4.177398393535999e-16,9.769010177377983e-16,1.500848058827712e-15
restitution_0.8,restitution,0.8,3006,-0.8532670074012261,0.2511438665054673,0.8894592894577918,4765,3926,47202,14186,0,10,0.004926111146426869,0.0,4.177106744524739e-16,9.046740231951405e-16,1.4222433551212465e-15
restitution_0.8,restitution,0.8,3007,-1.4614880526859597,0.012462467617092798,1.461541186981368,4646,3844,47217,14390,0,10,0.005257072228597266,0.0,3.922961454396697e-16,9.878432569788953e-16,1.8665198930536615e-15
restitution_0.8,restitution,0.8,3008,0.20543978352403158,0.4709028675239999,0.5137655256016375,4659,3970,47216,14209,0,10,0.005275299340724228,0.0,3.768152288054306e-16,9.430338660677297e-16,1.565818126358015e-15
restitution_0.8,restitution,0.8,3009,-0.25842145858043875,-1.4834183570572845,1.5057595001557769,4570,3839,47199,14062,0,10,0.004998598360191224,0.0,3.9234178936405776e-16,9.778752396372458e-16,1.5855005568268347e-15
restitution_0.8,restitution,0.8,3010,-1.4654340115097915,1.1416300435010278,1.8576372084758204,4754,4010,47216,14323,0,10,0.004968182174439955,0.0,4.182100189166845e-16,9.37451206379424e-16,1.5144862367830905e-15
restitution_0.8,restitution,0.8,3011,-0.16684997735707796,0.4666890052051951,0.4956183436107586,4740,3954,47191,14327,0,10,0.00558674604931955,0.0,3.4178847822392025e-16,9.886955985282043e-16,1.7000388543800481e-15
time_step_half,time_step_factor,2.0,3000,-1.1183825932459115,-0.7272707220262298,1.3340548444468103,4273,3909,47229,14462,0,10,0.003131818016185902,0.0,3.7821116788963617e-16,1.0804375393432344e-15,1.9855654479551484e-15
time_step_half,time_step_factor,2.0,3001,0.5723066755299353,1.49757023011359,1.603200400754253,4063,3777,47212,14354,0,10,0.0029237914966387143,0.0,4.3145432341658e-16,1.0372767087379363e-15,1.8100030471476644e-15
time_step_half,time_step_factor,2.0,3002,1.2461237291170981,-0.6796821233738415,1.4194337381867026,4267,3853,47196,14293,0,10,0.003258617771812156,0.0,4.10327740163056e-16,1.046128390064578e-15,1.9384754916893353e-15
time_step_half,time_step_factor,2.0,3003,-1.1709897601642467,0.20334622644712042,1.1885144955867402,4148,3738,47224,14217,0,10,0.0030002828559821293,0.0,3.6856323237289683e-16,1.0596717893696067e-15,2.0869004708917717e-15
time_step_half,time_step_factor,2.0,3004,1.0556996420271592,0.725280564901924,1.280833178833499,4067,3741,47215,14460,0,10,0.0029321765692110536,0.0,3.84653100952221e-16,1.0005459801593089e-15,2.2227573405539716e-15
time_step_half,time_step_factor,2.0,3005,1.9870930903391955,0.4796697733642574,2.0441678113973647,4061,3730,47190,14454,0,10,0.003264985115762935,0.0,3.3317487515985005e-16,1.031923315907509e-15,1.937526839468117e-15
time_step_half,time_step_factor,2.0,3006,-0.034068925705547315,-1.0013903176634376,1.0019696901647328,4123,3793,47203,14490,0,10,0.002998323563370644,0.0,3.482166612403096e-16,1.02316826338115e-15,1.950387177617944e-15
time_step_half,time_step_factor,2.0,3007,-0.9808792377559117,0.2014631335760857,1.0013548188583876,3885,3662,47220,14685,0,10,0.003096746993915699,0.0,4.0837137022423294e-16,1.2203283351892623e-15,2.462410298154286e-15
time_step_half,time_step_factor,2.0,3008,0.30300096426326917,-0.2837876844630127,0.41514459432509704,4210,3870,47217,14368,0,10,0.0032021596871759763,0.0,3.8852673684702736e-16,1.0931131432701826e-15,2.1568078869907662e-15
time_step_half,time_step_factor,2.0,3009,0.1394893404356825,-0.1017577404002008,0.17266126904009593,4307,3893,47201,14154,0,10,0.0033430270929334983,0.0,3.588164784556349e-16,9.69855063031018e-16,1.9720154858272067e-15
time_step_half,time_step_factor,2.0,3010,-1.9420911049545597,0.17655354135982648,1.9500997443490726,4133,3773,47216,14509,0,10,0.003053466535139533,0.0,3.8435566499002943e-16,9.289504024381655e-16,1.9866360624952323e-15
time_step_half,time_step_factor,2.0,3011,-0.12564961703528077,0.4833443741878263,0.49940926134797914,4337,3932,47191,14440,0,10,0.00334048797617521,0.0,3.6478109141475176e-16,1.0219601323328371e-15,2.2995550308710515e-15
time_step_half,time_step_factor,2.0,3012,-1.068733771069403,0.6237007824470755,1.2374144574269856,4218,3875,47201,14489,0,10,0.003032470063353939,0.0,4.04609599255686e-16,9.200641733967144e-16,2.0679200361377617e-15
time_step_half,time_step_factor,2.0,3013,0.7367417205018256,-1.3749467529394366,1.5598932451122065,4229,3773,47230,14525,0,10,0.00327042034945547,0.0,5.103104696872019e-16,1.259290942154117e-15,2.544486840594304e-15
time_step_half,time_step_factor,2.0,3014,-2.0717051393142265,-0.08625739798132237,2.0735000658228797,3991,3726,47200,14413,0,10,0.003184869510898057,0.0,3.6758015387468383e-16,1.0017540003572148e-15,1.9146727643933986e-15
time_step_half,time_step_factor,2.0,3015,0.6208936693274953,0.6247346140650532,0.8807963933974594,4091,3745,47197,14508,0,10,0.002929294389779037,0.0,3.6655623113101584e-16,9.990452864571403e-16,1.901060252462401e-15
time_step_half,time_step_factor,2.0,3016,0.46825360948316863,1.5857187425564945,1.6534102253491012,4099,3758,47222,14726,0,10,0.002802013688708462,0.0,3.6058552657052856e-16,1.0135432140282284e-15,2.034269472793527e-15
time_step_half,time_step_factor,2.0,3017,-0.6593175400194866,-0.70303341967095,0.9638234318336412,4116,3769,47212,14407,0,10,0.00318446389894256,0.0,4.1108823337621336e-16,1.0053500350988723e-15,1.8299513494831614e-15
time_step_half,time_step_factor,2.0,3018,-1.5510934232503066,0.6620349588000511,1.6864700099093788,4007,3676,47215,14628,0,10,0.0032037934615262885,0.0,3.9466762130996595e-16,1.0020012733917539e-15,1.8490688816019206e-15
time_step_half,time_step_factor,2.0,3019,1.5997731608205772,-0.7815146182555139,1.780460408048694,4254,3844,47202,14136,0,10,0.0033603110789534115,0.0,3.7057636278644887e-16,1.0698602563596727e-15,1.8791876768502154e-15
time_step_half,time_step_factor,2.0,3020,0.08946349081884009,0.43915383195794355,0.44817385500811896,4084,3727,47201,14506,0,10,0.0032204705783414047,0.0,3.890207290480644e-16,9.504810028094516e-16,1.6914301042308109e-15
time_step_half,time_step_factor,2.0,3021,-0.4783664839842956,-0.03454266216369817,0.47961201872852677,4158,3761,47221,14614,0,10,0.0029455547237673342,0.0,4.0894610265795666e-16,9.756539826017286e-16,1.6157739537975753e-15
time_step_half,time_step_factor,2.0,3022,-1.319980406272581,0.22084471320810373,1.3383275609115646,4078,3713,47214,14411,0,10,0.003007340230940524,0.0,3.3441291476630953e-16,9.91167566217871e-16,1.8903004235168235e-15
time_step_half,time_step_factor,2.0,3023,0.3149442873404258,-1.6402366452714832,1.6701994361811459,4166,3793,47202,14523,0,10,0.0030855529192085757,0.0,3.8915878797699763e-16,9.537636910242253e-16,1.6402647625469838e-15
time_step_half,time_step_factor,2.0,3024,-0.38382796959403187,-0.8410461062010395,0.9244903801547139,4128,3771,47195,14637,0,10,0.0031877148412104758,0.0,3.9691170799823726e-16,9.63370204130153e-16,1.845197056869052e-15
time_step_half,time_step_factor,2.0,3025,-0.7337421414187277,0.3507155503680295,0.8132520687730773,4237,3860,47193,14154,0,10,0.0030544973261409404,0.0,3.9602576960097145e-16,1.0732752650558346e-15,1.9892502133081853e-15
time_step_half,time_step_factor,2.0,3026,1.0250080837486344,1.0041549872891498,1.4349107325014054,4295,3832,47181,14641,0,10,0.0030255287559447022,0.0,3.8298454278461237e-16,9.541505470036669e-16,1.8625669192472074e-15
time_step_half,time_step_factor,2.0,3027,0.0015222618391437237,-0.9026997757516213,0.9027010592788369,4092,3712,47193,14608,0,10,0.003141042831829428,0.0,4.3039534225568337e-16,1.034071682951537e-15,2.0034636195771076e-15
time_step_half,time_step_factor,2.0,3028,-0.32292938308250907,1.3812478296876645,1.4184953131663611,4115,3810,47222,14497,0,10,0.002948247637147294,0.0,4.3415269579102655e-16,1.0878822929429667e-15,2.263152261265759e-15
time_step_half,time_step_factor,2.0,3029,0.5521371439518781,0.021537509850988457,0.5525570468846799,4120,3694,47230,14400,0,10,0.0032040066385312384,0.0,4.682494470945101e-16,1.004667726363216e-15,1.829900761799929e-15
time_step_half,time_step_factor,2.0,3030,-0.3915124970915036,-1.111004874976416,1.1779702320518064,4054,3755,47227,14536,0,10,0.003087427828607197,0.0,3.780278181997255e-16,9.30326869467638e-16,2.0277712249541755e-15
time_step_half,time_step_factor,2.0,3031,0.21129011547513876,-0.1559679096030271,0.26262045183769583,4174,3794,47203,14464,0,10,0.003053797070166418,0.0,4.1929491266315054e-16,1.0037244326748738e-15,1.968003492058042e-15
time_step_half,time_step_factor,2.0,3032,0.016230722444609214,-0.8011005811409913,0.8012649857915344,4247,3882,47224,14416,0,10,0.002985004649096474,0.0,3.708348973356834e-16,1.0030026772567595e-15,1.800695769760695e-15
time_step_half,time_step_factor,2.0,3033,-0.7239398200056266,1.3843026742968334,1.5621724479247303,4108,3717,47213,14483,0,10,0.003056633855323586,0.0,4.202015673624424e-16,1.0285019274318962e-15,1.6776171535199947e-15
time_step_half,time_step_factor,2.0,3034,-1.5308348255413975,-0.7688236227721195,1.7130513786874015,4071,3714,47198,14559,0,10,0.0030926908411507874,0.0,3.826126903593571e-16,9.80501862828567e-16,1.7536267323115327e-15
time_step_half,time_step_factor,2.0,3035,1.3840559213992218,-1.258433240099028,1.8706322496274852,4030,3705,47236,14428,0,10,0.003062759350107894,0.0,3.6878055585819004e-16,1.0512993615298763e-15,1.916418621641046e-15
time_step_half,time_step_factor,2.0,3036,-0.22677875811585047,-0.8771742825203566,0.9060150810266183,4042,3784,47214,14447,0,10,0.0031354950138727643,0.0,3.534079091363425e-16,1.030514210758262e-15,2.302963092993737e-15
time_step_half,time_step_factor,2.0,3037,-8.878910955179009e-05,0.1435235839748472,0.14352361143899284,4164,3841,47216,14324,0,10,0.003039256918506924,0.0,3.608792103187768e-16,8.811494698094329e-16,1.870739074416559e-15
time_step_half,time_step_factor,2.0,3038,-0.3829458210100052,0.15720507354298086,0.4139576511875109,4157,3765,47201,14426,0,10,0.0031282006671403432,0.0,3.750587600744995e-16,1.0699993735084578e-15,1.675146529434405e-15
time_step_half,time_step_factor,2.0,3039,-0.07909335570458786,-0.5796172240857587,0.5849887908101257,4108,3780,47193,14602,0,10,0.003244567651165542,0.0,3.731978227445698e-16,1.1747541371764028e-15,2.1737389002384023e-15
time_step_half,time_step_factor,2.0,3040,0.9178823589750422,-0.0733100452247335,0.9208052930171724,4065,3746,47237,14567,0,10,0.0030373563909119154,0.0,3.6954601220519606e-16,1.0758198136601135e-15,1.859625113366277e-15
time_step_half,time_step_factor,2.0,3041,0.2888849889100058,0.9007120441586913,0.9459052401324684,4077,3747,47214,14689,0,10,0.0032704737973666682,0.0,3.527155360705043e-16,1.0475832966973882e-15,1.957052075222666e-15
time_step_half,time_step_factor,2.0,3042,0.9727169380309828,0.034479744234342746,0.9733278452273091,4080,3764,47226,14462,0,10,0.002979906427090666,0.0,3.9321873590078704e-16,9.83491175772908e-16,1.8730434454616405e-15
time_step_half,time_step_factor,2.0,3043,-1.6806003882316332,0.19399580052546916,1.6917600407699178,3945,3648,47220,14810,0,10,0.003044318475466338,0.0,3.703595340046447e-16,9.92687185904588e-16,2.142577906467094e-15
time_step_half,time_step_factor,2.0,3044,0.014071569879689605,1.1019283504425719,1.1020181934015274,4231,3888,47221,14339,0,10,0.0029089521610478554,0.0,4.054356843392676e-16,1.078263655128664e-15,1.8476238161997765e-15
time_step_half,time_step_factor,2.0,3045,1.9629356108568832,-0.47343185071358374,2.0192211195508465,4206,3834,47207,14516,0,10,0.0028389240942631126,0.0,3.828536616956384e-16,9.549520170378692e-16,1.834735492923546e-15
time_step_half,time_step_factor,2.0,3046,0.2876235354783123,-0.5532915238204339,0.6235854460237039,4155,3770,47203,14531,0,10,0.0030844055066693503,0.0,3.5544412714722526e-16,1.0999361757393303e-15,2.099934568221223e-15
time_step_half,time_step_factor,2.0,3047,-0.6213285413664043,-1.64245794689933,1.756051611897915,4199,3857,47241,14458,0,10,0.0031295174393615515,0.0,3.6774895286078e-16,1.0555963688137771e-15,1.976172209859008e-15
time_step_half,time_step_factor,2.0,3048,-1.5774661799700143,-0.5919043647382152,1.6848591412771987,3958,3625,47223,14636,0,10,0.0032167425083449064,0.0,4.1721455196124695e-16,9.684416467636815e-16,2.0014609213947493e-15
time_step_half,time_step_factor,2.0,3049,-0.07828183589816273,1.8133496216559504,1.8150385384865428,4189,3801,47211,14422,0,10,0.003159242371084557,0.0,3.89154409565873e-16,9.500524702169944e-16,1.9518431329030527e-15
time_step_half,time_step_factor,2.0,3050,1.082144165633716,-1.3761517516065664,1.750665484512936,4314,3929,47216,13955,0,10,0.003299487356566628,0.0,3.6162500376038184e-16,9.329220601836612e-16,1.8038752767491225e-15
time_step_half,time_step_factor,2.0,3051,0.38913576731389554,-1.0631923067905635,1.13216806465366,4204,3810,47216,14322,0,10,0.0031177413259174253,0.0,4.053305198965304e-16,9.4366534425367e-16,1.813562679640905e-15
time_step_half,time_step_factor,2.0,3052,-1.0804819238455616,1.949595348052986,2.2289825501575486,4298,3866,47214,14383,0,10,0.002953741201920292,0.0,3.785020603659621e-16,1.1531881686817095e-15,2.0600595685340096e-15
time_step_half,time_step_factor,2.0,3053,-0.9582559722564454,0.8661498942453623,1.2916927450699711,4195,3804,47200,14559,0,10,0.003074981753392374,0.0,3.7066674902348014e-16,9.369394061233402e-16,2.137385528679326e-15
time_step_half,time_step_factor,2.0,3054,0.8709515008811302,-0.8912759446903031,1.246165850306726,4194,3856,47232,14574,0,10,0.003005250849612671,0.0,4.038169461342987e-16,1.0347539152096112e-15,2.1379059294114553e-15
time_step_half,time_step_factor,2.0,3055,2.5206866082146124,-0.5227427907499189,2.574319522148232,4195,3866,47216,14547,0,10,0.003086624566106128,0.0,3.7792765093184933e-16,9.524898176942716e-16,1.7044254041569375e-15
time_step_half,time_step_factor,2.0,3056,0.8138518696438268,-1.4866113668409007,1.6948062490276945,4117,3773,47236,14390,0,10,0.0029250564275345387,0.0,3.5236732695088525e-16,9.180457394622043e-16,1.8438931468327545e-15
time_step_half,time_step_factor,2.0,3057,1.2966759238855925,-0.1737970586288009,1.3082713285754517,4272,3853,47191,14497,0,10,0.003208903610303643,0.0,4.3869508196682347e-16,9.428799625082164e-16,1.7633286881244509e-15
time_step_half,time_step_factor,2.0,3058,0.047843752273124096,1.0421259138274994,1.043223583371452,4224,3795,47228,14507,0,10,0.0030615501878957824,0.0,3.538451352467651e-16,1.0281376996091995e-15,1.6860027526779992e-15
time_step_half,time_step_factor,2.0,3059,-1.4434501648186675,0.8149858298883768,1.6576339406617748,4212,3820,47202,14479,0,10,0.0032143887833644387,0.0,3.362336293471998e-16,1.060214192929434e-15,1.7618363878575736e-15
time_step_half,time_step_factor,2.0,3060,-1.8175335488439055,0.5660388086872956,1.9036355045315934,4157,3746,47203,14538,0,10,0.0029856144248935645,0.0,3.808481446783336e-16,1.0567851311649817e-15,1.964799704211657e-15
time_step_half,time_step_factor,2.0,3061,-0.6211649086425011,-0.5195910129231427,0.8098275522846479,4278,3846,47218,14493,0,10,0.002994711468514626,0.0,3.851220491378859e-16,8.986847098701071e-16,1.7531162222375435e-15
time_step_half,time_step_factor,2.0,3062,0.1702552647527824,-0.30413309879224837,0.34854525811867754,4140,3785,47230,14503,0,10,0.003129984959591188,0.0,3.6393131407739975e-16,9.464633818491148e-16,1.8085332348904844e-15
time_step_half,time_step_factor,2.0,3063,0.791444547363362,0.5564392772488898,0.9674756538623924,4156,3795,47207,14535,0,10,0.003035546883056978,0.0,3.6977910317285677e-16,9.14359561338626e-16,1.904627818827031e-15
