energy_index,angle_index,incident_energy_kev,theta_deg,scattered_to_incident_energy_ratio,differential_cross_section_m2_sr,differential_cross_section_barn_sr,relative_differential_cross_section,theta_density_m2_rad,theta_pdf_rad_inv,total_cross_section_m2,total_cross_section_barn
3,152,500,38,0.82820789764690095,4.5115804594698705e-30,0.045115804594698709,0.56815276498760037,1.7452214978480778e-29,0.60353554126004205,2.8916631723203253e-29,0.28916631723203257
3,153,500,38.25,0.82640383879119805,4.4827101350582471e-30,0.044827101350582474,0.56451706464092399,1.7437213492778737e-29,0.60301675726591586,2.8916631723203253e-29,0.28916631723203257
3,154,500,38.5,0.82459767469688605,4.4539502655083465e-30,0.044539502655083468,0.56089527410604367,1.7421068911029944e-29,0.6024584425249967,2.8916631723203253e-29,0.28916631723203257
3,155,500,38.75,0.82278951852075044,4.425303002811525e-30,0.044253030028115252,0.55728766438773281,1.7403801397403062e-29,0.60186129435808122,2.8916631723203253e-29,0.28916631723203257
3,156,500,39,0.82097948246264463,4.3967704473805395e-30,0.043967704473805394,0.55369449999536346,1.7385431099706715e-29,0.6012260095202,2.8916631723203253e-29,0.28916631723203257
3,157,500,39.25,0.81916767775905108,4.3683546483198012e-30,0.043683546483198013,0.55011603897694072,1.7365978142739314e-29,0.60055328397064045,2.8916631723203253e-29,0.28916631723203257
3,158,500,39.5,0.81735421467698854,4.3400576037102104e-30,0.043400576037102102,0.54655253295497219,1.7345462621773552e-29,0.59984381264762676,2.8916631723203253e-29,0.28916631723203257
3,159,500,39.75,0.81553920250826395,4.3118812609081646e-30,0.043118812609081646,0.54300422716412255,1.7323904596176545e-29,0.59909828924768982,2.8916631723203253e-29,0.28916631723203257
3,160,500,40,0.81372274956406354,4.2838275168582312e-30,0.042838275168582317,0.53947136049058952,1.7301324083166015e-29,0.59831740600974304,2.8916631723203253e-29,0.28916631723203257
3,161,500,40.25,0.81190496316987726,4.2558982184190273e-30,0.042558982184190276,0.53595416551314201,1.7277741051703042e-29,0.59750185350388008,2.8916631723203253e-29,0.28916631723203257
3,162,500,40.5,0.81008594966075453,4.2280951627018616e-30,0.042280951627018615,0.53245286854576668,1.7253175416521798e-29,0.59665232042491045,2.8916631723203253e-29,0.28916631723203257
3,163,500,40.75,0.80826581437688505,4.2004200974216646e-30,0.04200420097421665,0.52896768968186059,1.7227647032296508e-29,0.59576949339063989,2.8916631723203253e-29,0.28916631723203257
3,164,500,41,0.80644466165950179,4.1728747212597488e-30,0.041728747212597492,0.52549884283991488,1.7201175687945781e-29,0.59485405674490199,2.8916631723203253e-29,0.28916631723203257
3,165,500,41.25,0.80462259484709819,4.1454606842379676e-30,0.041454606842379678,0.52204653581063321,1.717378110107445e-29,0.59390669236534499,2.8916631723203253e-29,0.28916631723203257
3,166,500,41.5,0.80279971627196078,4.118179588103824e-30,0.041181795881038243,0.51861097030542946,1.7145482912552906e-29,0.59292807947597315,2.8916631723203253e-29,0.28916631723203257
3,167,500,41.75,0.80097612725700562,4.0910329867260488e-30,0.040910329867260488,0.5151923420062432,1.7116300681233647e-29,0.59191889446443391,2.8916631723203253e-29,0.28916631723203257
3,168,500,42,0.7991519281129188,4.0640223865002643e-30,0.040640223865002642,0.5117908406166265,1.7086253878805063e-29,0.59087981070404993,2.8916631723203253e-29,0.28916631723203257
3,169,500,42.25,0.79732721813559426,4.0371492467642747e-30,0.040371492467642746,0.50840664991404183,1.7055361884782064e-29,0.58981149838058489,2.8916631723203253e-29,0.28916631723203257
3,170,500,42.5,0.79550209560386509,4.0104149802225541e-30,0.040104149802225542,0.50503994780331884,1.7023643981633141e-29,0.58871462432372601,2.8916631723203253e-29,0.28916631723203257
3,171,500,42.75,0.79367665777752139,3.9838209533795142e-30,0.039838209533795146,0.50169090637121661,1.6991119350043462e-29,0.58758985184327217,2.8916631723203253e-29,0.28916631723203257
3,172,500,43,0.79185100089561267,3.9573684869811347e-30,0.039573684869811346,0.49835969194203916,1.6957807064313431e-29,0.58643784057000548,2.8916631723203253e-29,0.28916631723203257
3,173,500,43.25,0.79002522017502719,3.9310588564645366e-30,0.039310588564645366,0.49504646513425132,1.6923726087892083e-29,0.58525924630122683,2.8916631723203253e-29,0.28916631723203257
3,174,500,43.5,0.788199409809347,3.9048932924151381e-30,0.039048932924151382,0.49175138091804899,1.6888895269044814e-29,0.58405472085093657,2.8916631723203253e-29,0.28916631723203257
3,175,500,43.75,0.78637366296796696,3.8788729810308856e-30,0.038788729810308856,0.48847458867382104,1.6853333336654243e-29,0.58282491190461883,2.8916631723203253e-29,0.28916631723203257
3,176,500,44,0.78454807179548292,3.8529990645933223e-30,0.038529990645933224,0.48521623225147165,1.6817058896153974e-29,0.58157046287862246,2.8916631723203253e-29,0.28916631723203257
3,177,500,44.25,0.78272272741133331,3.8272726419449449e-30,0.038272726419449447,0.48197645003053508,1.6780090425593834e-29,0.58029201278408826,2.8916631723203253e-29,0.28916631723203257
3,178,500,44.5,0.78089771990969825,3.8016947689726052e-30,0.038016947689726056,0.47875537498105142,1.674244627183604e-29,0.57899019609540425,2.8916631723203253e-29,0.28916631723203257
3,179,500,44.75,0.77907313835964376,3.7762664590964778e-30,0.037762664590964778,0.47555313472514321,1.6704144646880926e-29,0.57766564262314146,2.8916631723203253e-29,0.28916631723203257
3,180,500,45,0.77724907080551309,3.750988683764287e-30,0.037509886837642871,0.47236985159925449,1.6665203624321457e-29,0.57631897739144289,2.8916631723203253e-29,0.28916631723203257
3,181,500,45.25,0.77542560426755369,3.7258623729504133e-30,0.037258623729504135,0.46920564271700449,1.6625641135925234e-29,0.57495082051982227,2.8916631723203253e-29,0.28916631723203257
3,182,500,45.5,0.77360282474278086,3.7008884156595233e-30,0.037008884156595236,0.46606062003261051,1.658547496834286e-29,0.57356178710933203,2.8916631723203253e-29,0.28916631723203257
3,183,500,45.75,0.77178081720606739,3.6760676604343626e-30,0.03676067660434363,0.46293489040483554,1.6544722759941378e-29,0.57215248713305633,2.8916631723203253e-29,0.28916631723203257
3,184,500,46,0.76995966561145934,3.6514009158674032e-30,0.036514009158674032,0.45982855566142117,1.6503401997761639e-29,0.57072352533089099,2.8916631723203253e-29,0.28916631723203257
3,185,500,46.25,0.76813945289371,3.6268889511159727e-30,0.036268889511159731,0.45674171266395852,1.6461530014598083e-29,0.5692755011085554,2.8916631723203253e-29,0.28916631723203257
3,186,500,46.5,0.76632026097002748,3.6025324964205692e-30,0.036025324964205692,0.45367445337316115,1.6419123986199759e-29,0.56780900844079785,2.8916631723203253e-29,0.28916631723203257
3,187,500,46.75,0.76450217074203264,3.5783322436260097e-30,0.035783322436260097,0.45062686491449416,1.6376200928590987e-29,0.56632463577873815,2.8916631723203253e-29,0.28916631723203257
3,188,500,47,0.76268526209792065,3.5542888467051399e-30,0.035542888467051399,0.44759902964412601,1.6332777695510406e-29,0.56482296596130444,2.8916631723203253e-29,0.28916631723203257
3,189,500,47.25,0.76086961391482222,3.5304029222847475e-30,0.035304029222847477,0.44459102521515803,1.6288870975966744e-29,0.56330457613070628,2.8916631723203253e-29,0.28916631723203257
3,190,500,47.5,0.75905530406135957,3.5066750501734243e-30,0.035066750501734245,0.44160292464409906,1.6244497291909915e-29,0.56177003765189648,2.8916631723203253e-29,0.28916631723203257
3,191,500,47.75,0.75724240940039289,3.4831057738910641e-30,0.03483105773891064,0.43863479637754632,1.6199672996015854e-29,0.56021991603596522,2.8916631723203253e-29,0.28916631723203257
3,192,500,48,0.75543100579195133,3.4596956011996975e-30,0.034596956011996978,0.43568670435903445,1.615441426958346e-29,0.55865477086741233,2.8916631723203253e-29,0.28916631723203257
3,193,500,48.25,0.75362116809634438,3.4364450046354236e-30,0.034364450046354238,0.43275870809602296,1.610873712054219e-29,0.55707515573524535,2.8916631723203253e-29,0.28916631723203257
3,194,500,48.5,0.7518129701774503,3.4133544220411237e-30,0.03413354422041124,0.42985086272698181,1.6062657381568438e-29,0.55548161816783992,2.8916631723203253e-29,0.28916631723203257
3,195,500,48.75,0.75000648490617461,3.3904242570997197e-30,0.033904242570997195,0.42696321908854579,1.601619070830929e-29,0.55387469957151325,2.8916631723203253e-29,0.28916631723203257
3,196,500,49,0.74820178416407479,3.367654879867711e-30,0.033676548798677111,0.424095823782704,1.5969352577711775e-29,0.55225493517274571,2.8916631723203253e-29,0.28916631723203257
3,197,500,49.25,0.74639893884714803,3.3450466273087379e-30,0.033450466273087377,0.42124871924399254,1.5922158286456044e-29,0.55062285396399757,2.8916631723203253e-29,0.28916631723203257
3,198,500,49.5,0.74459801886977606,3.3225998038269351e-30,0.033225998038269353,0.41842194380666092,1.5874622949490736e-29,0.54897897865305789,2.8916631723203253e-29,0.28916631723203257
3,199,500,49.75,0.74279909316882242,3.300314681799824e-30,0.033003146817998243,0.41561553177178012,1.5826761498668724e-29,0.54732382561586623,2.8916631723203253e-29,0.28916631723203257
